,book_title,sent_spoil,sentence
262505,The Time Traveler's Wife,0,"It had everything, seriously."
108794,The Weight of Blood,0,The writer goes back and forth telling Lily's and Lucy's story in a manner that keeps the reader's attention.
219045,"Eon: Dragoneye Reborn (Eon, #1)",0,"Well written I concede, but still."
152814,"The Recruit (Cherub, #1)",0,CHERUB is a kid spy organization that allows kids that are orphans and in foster care a chance to have a permanent place to stay and train to be spies for the government.
290127,Lord of the Flies,0,The 'Lord of Flies' is literal meaning of word 'Beelzebub'.
248078,Say You'll Stay,0,"I understand that when things went south the first time, she was only 18, so she wasn't the most mature."
110779,Shallow Graves,0,The rest of the story with Mother and the monsters was intriguing.
223080,The Disreputable History of Frankie Landau-Banks,0,Frankie's reasoning can be so immature and juvenile at times all while being overly deep.
179114,Armada,0,"Armada is not Ready Player One, it is not related to Ready Player One, it does not involve the same characters, the same time frame or remotely the same plot."
131217,"Good Boy (WAGs, #1)",0,Every scene was cute and the sexy times were scorching.
185475,Suicide Notes,0,A good story with a easy to get along with narrator.
280941,Crenshaw,0,"In any case, Crenshaw had excellent timing."
174889,"Blood Bound (Mercy Thompson, #2)",0,When the main trouble is over and the foe vanquished (is that spoilery?
139216,"A Second Harvest (Men of Lancaster County, #1)",0,but it felt like somebody told the author not to write those extra one hundred pages that would have explained the journey to the epilogue.
88953,The Book of Lost Things,0,And that is when things get nasty.
239158,Tiger Lily,0,Tiger Lily was an enchanting character and I found her relationship with Peter fascinating.
96401,"Truthwitch (The Witchlands, #1)",0,The characters and their development where the only thing that kept me reading.
58770,Quinn (Atrox Security book #1),0,Dumb ways to die
204058,Lassoing the Virgin Mail-Order Bride,0,"Of course, along with Alexa Riley we can count on all the hot smutty moments and here we have them hot and ready to excite you!"
240470,The Geek's Guide to Unrequited Love,0,that I can still relate.
239340,"The Coppersmith Farmhouse (Jamison Valley, #1)",0,"Moving forward, I am going to check if they get a profit with their 5 star reviews."
275761,"Being Brooke (Barley Cross, #1)",0,"""Cain, it's me."
258718,"The Evolution of Mara Dyer (Mara Dyer, #2)",0,"If you thought that the connection between Noah and Mara was intense in the first book, wait until you read this one."
45906,"Axel (Corps Security, #1)",0,WHOA watch out.
239095,Marrow,0,"Such a wonderful and original writing, I can't wait to read her next work!"
28152,Cloud Atlas,0,"The actual plot, what little there is of it, truly ends in this section."
248061,Sh*t My Dad Says,0,Hilarious!
166177,"A Memory of Light (Wheel of Time, #14)",0,This is not what I wanted.
140736,Naomi and Ely's No Kiss List,0,"As far as I could've remember, I wasn't totally sure about this one at first, but it turned out to be very sweet."
78806,Mermaid,0,I also liked how we got to see things from both the human and mermaids point of view and the descriptions of the sea were quite enchanting if unrealistic.
291659,The Good Girl,0,"Some chapters are told from ""before"" (i.e."
206480,"The Boyfriend App (App, #1)",0,adorable.
50896,"The Hallowed Ones (The Hallowed Ones, #1)",0,But it was actually pretty perfect.
238854,I've Got Your Number,0,"She found a cellphone dumped in a trash bin, and proceeded to use it."
158596,"Beautiful Creatures (Caster Chronicles, #1)",0,"There was enough mystery to keep you guessing and of course, the ending was a cliffhanger."
274756,The American Heiress,0,In many ways he was worse than the indifferent husbands of The Buccaneers.
18457,"Cloak and Dagger (The IMA, #1)",0,I know many of you reading this review are probably agog about how I feel regarding the heroine.
256359,Calico,0,I would recommend it to anyone and everyone.
171643,"Model Misfit (Geek Girl, #2)",0,"Model Misfit is even better than Geek Girl, Harriet is even more of a geek than ever, if that is even possible, but she is also facing a lot of new things by herself."
132935,The Duke of Shadows,0,This book DEFINITELY benefitted from a re-read.
257718,"Pretty Lost Dolls (Pretty Little Dolls, #2)",0,"And even though my reviews are usually longer and more detailed, my reviews for this series probably won't be like that."
158087,"Again the Magic (Wallflowers, #0)",0,I really liked Aline and McKenna's story.
180774,"Sweet Little Lies (Heartbreaker Bay, #1)",0,"Per usual in the genre, the characters have complicated backgrounds, and the connection between this couple goes further back and has a twist only one of then is aware of."
104521,"Of Metal and Wishes (Of Metal and Wishes, #1)",0,"Fine reimagined the dynamics between Wen, Melik, and Raoul."
49469,The Gentleman's Guide to Vice and Virtue,0,Fortune favors the flirtatious.
197312,"Dirty Together (The Dirty Billionaire Trilogy, #3)",0,"Honestly, I was at the point in the series where I kind of felt like maybe Holly and Crey really were from two different world's that couldn't coincide and I found myself instantly wishing the whole story would take a turn and have Logan get the girl (don't worry, I eventually saw past my Logan instalust long enough to love Crey and Holly together)."
25754,"Frostfire (Kanin Chronicles, #1)",0,"Unfortunately, that is the case with Frostfire."
273570,The Ask and the Answer (Chaos Walking #2),0,One reason being that I unfortunately caught a flu bug last week and was out of the line up for two days thanks to a fever that left me with no energy to do anything.
291310,"Learning Curve (Life Lessons, #4)",0,"Yet by the end of it all, I felt everything that needed to be addressed were adequately done so."
157538,"Caliban's War (The Expanse, #2)",1,"Those things being the freaking return of the vomit zombies, and how much I'm starting to notice the go-to insults of the characters are generally homophobic, and how very little queer content there actually is in this world Corey has built (like, two of Holden's dads seems to be the sum total, and maybe the Tycho mechanic?)"
144486,"Onyx (Lux, #2)",0,Until Blake becomes an obvious DB himself and she hides it from Daemon.
200983,"Oh. My. Gods. (Oh. My. Gods., #1)",0,I realize my anger at the feminist issue might be colouring my review but I really did have problems with the way the characters were developed.
105003,"Cress (The Lunar Chronicles, #3)",0,I feel like there was too many points of view in the novel and too much going on for each character that it felt all over the place.
297907,An Abundance of Katherines,0,Sophia
155704,The Demon-Haunted World: Science as a Candle in the Dark,0,Discoveries like this are what scientists live for.
145261,"Biggest Flirts (Superlatives, #1)",0,"But as the days passed on, I actually like the conversations they had and the easy talk and banters."
288040,The City,0,"The description of Koontz's writing allowed for the reader to fully understand the characters that told this truly enthralling recollection of one mans past, and what made him the man he became."
219629,"This Pen for Hire (A Jaine Austen Mystery, #1)",1,(i.e.
67523,"The Indigo Spell (Bloodlines, #3)",0,ADRIAN!
119501,"Chasing Claire (Hells Saints Motorcycle Club, #2)",0,Welp....Claire out shine Reno by a long shot.
205644,"The Awakening (Darkest Powers, #2)",0,The ONLY thing that is missing from this series is a romance.
204937,"Black City (Black City, #1)",0,"Everything about them is very interesting, the mystery of the heart and their races."
198841,Far From You,0,"Far From You starts with a bang -- or really, with two bangs."
287051,"Shadow and Bone (The Grisha, #1)",0,Not much in the world of fiction surprises me anymore because I read so much.
282581,"Lodestar (Keeper of the Lost Cities, #5)",0,But do I hold that against her?
234129,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",0,"She definitely did a great job with this, but I enjoyed Throne of Glass better."
220067,I Am Princess X,0,"Going to Bainbridge Island makes sense, kind of, it is full of flaws that I'm sure the simplest of tech head would rant about."
284569,The Virgin Suicides,0,But all I can say about 'The Virgin Suicides' is that it is such a good book.
211160,"Golden Son (Red Rising, #2)",0,then
264565,"Empress of a Thousand Skies (Empress of a Thousand Skies, #1)",0,"On the other hand, Alyosha, was a very intriguing character."
169776,Arsen: A Broken Love Story,0,Come on!).
132605,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",0,"I envy the Song girls for having a very funny, supportive, and loving father that they can treat as a best friend."
144889,The Dogs of Babel,0,"Ok, well maybe a little."
125019,"Pure (Pure, #1)",0,"Hers is a world of tragedy and survival, where scarred survivors are fused with inanimate objects, and sometimes even animals or other people."
122794,A Tree Grows in Brooklyn,0,There is a bit of it about 3/4 through that is unneccessary where a list of all the things happening socially/politically in the main characters world is rattled off.
141324,Please Ignore Vera Dietz,0,I highly recommend it to any YA fans!
714,"Vampire Academy (Vampire Academy, #1)",0,"I have to admit that I remember hating her in the VA series, but not here."
168996,I Want It That Way (2B Trilogy #1),0,But as Ty spends more and more time with Nadia he finds it more and more difficult to stay away.
194339,Girl Against the Universe,0,"I had nearly given up on young adult books based on illnesses and mental health (Thanks, John Green!)"
23372,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",0,Thanks for sharing this one with us chucklesthescot!
42556,"The Marriage Bed (Guilty, #3)",0,They're both working on their marriage and fighting adversities...
242029,The Thing Beneath the Bed (The Adventures of the Princess and Mr. Whiffle #1),0,Another fascinatingly weird book.
242708,Hard Time,0,"Anne has a good reason to be wary of men, especially ones who are locked up for potentially violent crimes."
6184,The Yiddish Policemen's Union,0,"If you think you might like this book, you will love it."
138407,"The Laughter of Dead Kings (Vicky Bliss, #6)",0,"Peters also has a bit of fun with the fourth wall towards the end, which I won't spoil for you now, but which Amelia Peabody fans will appreciate."
